x,y,z
0.418000,-0.469500,0.230500
0.468000,0.043000,-0.032000
-0.077000,-0.532500,0.518500
0.005500,0.105500,0.668000
0.418000,-0.469500,0.230500
0.418000,0.030500,0.555500
-0.539500,-0.259000,0.102000
-0.082000,-0.569500,0.318000
-0.576000,-0.013000,0.149000
-0.382000,-0.244500,-0.032000
-0.122500,-0.533500,0.457000
-0.122500,-0.533500,0.457000
0.108500,-0.533500,0.457000
0.108500,-0.483500,0.507000
0.255500,-0.182000,0.005500
-0.382000,-0.244500,-0.032000
0.108500,-0.533500,0.457000
-0.077500,-0.014500,0.569000
0.255500,-0.232000,-0.032000
0.255500,-0.232000,-0.032000
-0.064500,-0.570000,0.316000
0.138000,-0.570000,0.100500
0.303500,-0.052000,0.391000
0.266000,0.026000,0.163000
0.362000,0.003500,0.128000
0.366000,0.025500,0.025500
-0.097500,-0.533500,0.457000
-0.097500,-0.533500,0.457000
-0.363000,0.040500,0.495000
-0.494500,0.093000,0.405500
0.065500,-0.571500,0.312000
0.218000,-0.269500,0.155500
0.444000,-0.365000,0.095500
-0.350000,0.028000,0.374500
-0.088500,-0.038000,0.374000
-0.082000,0.018000,0.593000
0.236500,-0.000500,0.299500
0.339000,-0.483500,0.314000
-0.382000,-0.182000,0.380500
0.138000,-0.027000,0.416000
-0.082000,0.018000,0.593000
0.088000,-0.027000,0.518500
-0.494500,0.093000,0.405500
0.265500,0.025500,0.163000
-0.550500,-0.000500,0.262000
-0.238500,-0.413000,-0.031500
-0.550500,-0.000500,0.262000
0.161500,-0.275500,0.112000
-0.550500,-0.038000,0.299500
-0.188500,-0.538000,0.374000
-0.292500,-0.096000,-0.033500
-0.292500,-0.096000,-0.033500
-0.476000,-0.288500,0.424500
-0.380000,-0.133500,-0.052000
-0.380000,-0.133500,-0.052000
-0.088000,-0.107500,0.701500
0.224500,-0.226000,0.149000
-0.488500,-0.088500,0.412000
-0.019500,-0.573000,-0.013000
0.074500,-0.363500,0.024000
0.074500,-0.363500,0.024000
-0.276000,0.205500,-0.072500
-0.380000,-0.133500,-0.052000
-0.380000,-0.133500,-0.052000
0.437000,-0.132000,-0.038000
0.437000,-0.132000,-0.038000
-0.188500,-0.344500,-0.054000
-0.238500,-0.269500,-0.029000
-0.238500,-0.269500,-0.029000
0.259000,-0.185500,0.114500
0.371000,0.183500,-0.009500
-0.288500,0.074500,0.062000
0.310500,-0.028500,0.071500
-0.188500,-0.344500,-0.054000
-0.282000,-0.432000,0.430500
0.259000,-0.185500,0.114500
-0.263500,0.218000,-0.029000
0.568500,0.026000,0.253500
-0.489500,-0.340000,0.314000
0.379500,-0.035500,0.386000
0.421500,0.183500,-0.010000
0.421500,0.183500,-0.010000
-0.382000,0.080500,0.418000
-0.288500,0.074500,0.062000
0.474500,-0.238500,0.424500
-0.182000,-0.382000,0.555500
0.493000,-0.132000,0.018000
0.474500,-0.238500,0.424500
-0.110000,-0.147500,0.657000
-0.344500,-0.432000,0.368000
0.024000,-0.325500,0.211500
0.556000,-0.064500,0.100500
0.274000,0.199000,-0.001000
0.549500,0.007000,0.347500
-0.513000,0.087000,0.399500
-0.513000,0.087000,0.399500
-0.437000,0.072000,0.493500
-0.350500,0.218000,-0.041500
0.546500,-0.185500,0.171000
-0.236500,-0.035000,0.424500
-0.069500,-0.535000,0.011500
0.537000,-0.201000,0.211000
-0.069500,-0.535000,0.011500
-0.363500,-0.019500,0.068000
-0.254000,0.071500,0.171000
-0.032000,-0.469500,0.518000
0.537000,-0.201000,0.211000
0.499000,-0.019500,0.030500
-0.025500,-0.238500,0.674000
0.546500,-0.185500,0.171000
-0.470000,-0.329500,0.138000
-0.025500,-0.238500,0.674000
-0.563000,-0.113000,0.237000
-0.254000,0.071500,0.171000
-0.475500,0.111500,0.136500
-0.254000,0.071500,0.171000
-0.340000,-0.458500,0.095500
-0.344000,-0.484500,0.318000
-0.294500,-0.432000,0.030500
-0.235000,-0.116500,0.033500
-0.254000,0.071500,0.171000
-0.313500,0.174000,0.074500
0.211500,-0.325500,0.561500
-0.432000,-0.319500,0.368000
-0.569500,-0.057000,0.193000
-0.432000,-0.369500,0.280500
-0.294500,-0.432000,0.030500
-0.432000,-0.344500,0.368000
0.180500,-0.569500,0.193000
0.555500,-0.157000,0.193000
0.555500,-0.057000,0.193000
-0.405000,0.000500,0.568500
-0.475500,0.111500,0.136500
-0.219500,-0.557000,0.193000
-0.570000,-0.102500,0.138000
-0.379500,-0.445000,0.100500
-0.282000,-0.032000,0.105500
0.293000,-0.444500,0.043000
0.520000,-0.079500,0.349500
-0.332000,-0.469500,0.105500
-0.001000,-0.001000,0.599500
0.180500,-0.569500,0.193000
-0.182000,-0.569500,0.193000
-0.032000,-0.469500,0.518000
0.205500,-0.482000,0.405500
0.555500,-0.107000,0.143000
0.557500,-0.142500,0.286500
0.255500,0.268000,-0.019500
-0.096000,-0.227500,0.675000
0.024000,-0.019500,0.618000
0.412000,-0.375500,0.312000
0.555500,-0.157000,0.193000
-0.419500,-0.382000,0.318000
-0.207000,-0.569500,0.143000
0.180500,-0.569500,0.193000
0.218000,0.255500,0.005500
-0.569500,-0.107000,0.230500
0.336500,-0.438500,0.074500
0.518000,-0.182000,0.330500
0.278500,0.000500,0.063000
-0.100500,-0.363500,0.011500
-0.432500,-0.317500,0.366000
-0.232000,0.318000,0.018000
0.113500,-0.369500,0.572500
0.359500,-0.137500,0.571000
-0.569500,0.055500,0.168000
-0.457000,-0.382000,0.268000
-0.482000,-0.057000,0.018000
-0.526000,-0.026000,0.124000
-0.482500,-0.071000,0.462500
-0.432000,0.043000,0.018000
-0.432000,0.074000,0.268000
-0.382000,-0.457000,0.268000
-0.357000,-0.482000,0.368000
-0.294500,-0.244500,0.130500
-0.376000,-0.288500,0.474000
-0.329500,-0.127500,0.063000
-0.392500,-0.064500,0.569000
-0.332000,0.143000,0.068000
-0.282000,-0.482000,0.443000
-0.232000,-0.244500,0.024000
-0.232000,-0.132000,0.243000
-0.238500,-0.076000,0.062000
-0.238500,0.062000,0.161500
-0.278500,0.268000,0.038500
-0.157000,-0.582000,0.118000
-0.188500,-0.488000,0.024000
-0.157000,-0.382000,0.568000
-0.132000,-0.257000,0.218000
-0.097500,-0.533500,0.263500
-0.057000,-0.182000,0.668000
0.083000,-0.378000,0.519500
0.083000,-0.378000,0.569500
0.024000,-0.188000,0.436500
0.024000,-0.163500,0.499500
0.043000,-0.032000,0.568000
0.043000,-0.032000,0.618000
0.143000,-0.582000,0.118000
0.121000,-0.496000,0.469500
0.218000,-0.132000,0.318000
0.268000,-0.032000,0.555500
0.263500,0.263500,0.058000
0.373500,0.047000,0.159000
0.368000,0.068000,0.268000
0.469500,-0.352500,0.263500
0.423500,-0.003000,0.159000
0.443000,0.068000,0.268000
-0.585000,-0.112500,0.073000
-0.277500,-0.047000,0.519500
0.133000,-0.327500,0.619500
0.058000,-0.072000,0.469500
-0.527000,-0.271500,0.114500
-0.432000,-0.157000,-0.032000
-0.533500,-0.147500,0.364000
-0.483500,-0.110000,0.507000
-0.432000,-0.357000,0.068000
-0.357000,-0.182000,-0.032000
-0.382000,0.099000,0.268000
-0.282000,-0.532000,0.268000
-0.257000,-0.282000,-0.032000
-0.332000,-0.257000,-0.032000
-0.307000,0.168000,0.118000
-0.277500,-0.533500,0.263500
-0.135000,-0.521000,0.469500
-0.107000,-0.232000,0.318000
-0.032000,-0.457000,-0.032000
0.043000,-0.632000,0.168000
0.093000,-0.582000,0.368000
0.024000,-0.188500,0.424500
0.193000,-0.432000,0.468000
0.093000,-0.232000,0.318000
0.118000,-0.007000,0.568000
0.263500,-0.533500,0.288500
0.243000,-0.432000,-0.032000
0.268000,-0.282000,0.593000
0.405500,-0.482000,0.155500
0.339000,-0.533500,0.263500
0.469500,-0.327500,0.263500
0.343000,0.068000,-0.032000
0.518000,-0.269500,0.218000
0.423500,0.072000,0.159000
-0.327500,-0.122000,0.364000
-0.097000,-0.227500,0.314000
0.058000,-0.227500,0.314000
0.364000,-0.172500,0.569500
-0.483500,-0.352500,0.108000
-0.533500,-0.277500,0.133000
-0.532000,-0.082000,0.043000
-0.457000,-0.332000,0.118000
-0.302500,-0.533500,0.263500
-0.357000,-0.207000,0.468000
-0.144500,-0.332000,-0.025500
-0.182000,-0.082000,0.443000
-0.172500,-0.097000,0.389000
-0.082000,-0.457000,-0.032000
-0.085000,-0.521000,0.469500
-0.089500,-0.102500,0.696500
-0.032000,-0.032000,0.705500
0.068000,-0.632000,0.143000
0.118000,-0.582000,0.268000
0.075500,-0.102500,0.696500
0.121000,-0.496000,0.494500
0.309500,-0.535000,0.123500
0.288500,-0.533500,0.263500
0.309500,-0.323500,0.521000
0.293000,-0.132000,0.618000
0.469500,-0.377500,0.263500
0.083000,-0.277500,0.263500
-0.583500,-0.147500,0.314000
-0.533500,-0.147500,0.364000
-0.332000,-0.257000,-0.032000
-0.282000,-0.157000,-0.032000
-0.307000,-0.082000,0.418000
-0.172500,-0.172500,0.314000
-0.319000,0.088500,0.305000
-0.182000,0.018000,0.543000
-0.032000,-0.632000,0.243000
0.018000,-0.257000,0.268000
-0.032000,-0.457000,-0.032000
0.071000,-0.521000,0.469500
0.070500,-0.185000,0.351500
0.075500,-0.102500,0.696500
0.168000,-0.582000,0.043000
0.068000,-0.632000,0.143000
0.093000,-0.232000,0.318000
0.230500,-0.482000,-0.025500
0.263500,-0.533500,0.339000
0.305000,0.088500,0.305000
0.318000,-0.157000,-0.032000
0.519500,-0.277500,0.108000
0.443000,-0.182000,-0.032000
0.518000,-0.132000,0.443000
0.443000,-0.032000,-0.032000
-0.227500,-0.147500,0.263500
0.083000,-0.583500,0.364000
0.213500,-0.147500,0.263500
-0.457000,-0.332000,0.068000
-0.507000,-0.232000,0.368000
-0.482000,-0.032000,-0.007000
-0.533500,0.108000,0.108000
-0.457000,0.168000,0.018000
-0.357000,-0.182000,-0.032000
-0.302500,0.058000,0.364000
-0.288500,-0.500500,0.061500
-0.194500,-0.282000,0.024000
-0.282000,-0.157000,-0.032000
-0.207000,-0.082000,0.268000
-0.182000,-0.432000,-0.019500
-0.122500,-0.122500,0.364000
-0.107000,-0.632000,0.218000
-0.107000,-0.632000,0.218000
-0.057000,-0.532000,-0.032000
-0.026000,-0.138000,0.411500
0.043000,-0.632000,0.168000
-0.032000,-0.632000,0.243000
0.083000,-0.483500,0.519500
0.018000,-0.182000,0.693000
0.168000,-0.607000,0.218000
0.143000,-0.382000,-0.032000
0.118000,-0.307000,0.018000
0.174000,-0.376000,0.611500
0.143000,-0.182000,0.268000
0.068000,-0.057000,0.368000
0.243000,-0.432000,-0.032000
0.263500,-0.533500,0.313500
0.118000,-0.282000,0.143000
0.237000,0.099000,0.274000
0.418000,-0.157000,-0.032000
0.393000,-0.032000,0.568000
0.519500,-0.277500,0.288500
0.418000,-0.157000,-0.032000
0.493000,-0.232000,0.418000
0.569500,0.058000,0.263500
-0.334000,-0.333500,-0.010000
-0.227500,-0.072000,0.263500
-0.390000,-0.072000,0.594500
-0.122500,-0.277500,0.213500
-0.097000,-0.428000,0.594500
-0.507000,-0.232000,0.368000
-0.482000,-0.032000,-0.007000
-0.457000,-0.032000,0.518000
-0.383500,-0.296000,0.475500
-0.332000,-0.132000,0.393000
-0.394500,-0.007000,0.593000
-0.327500,-0.458500,0.364000
-0.257000,-0.282000,-0.032000
-0.172500,-0.122500,0.314000
-0.182000,0.018000,0.543000
-0.082000,-0.457000,-0.032000
-0.273000,-0.535000,0.123000
-0.157000,0.018000,0.518000
-0.057000,-0.382000,-0.032000
-0.057000,-0.382000,0.618000
0.018000,-0.182000,0.693000
-0.089500,-0.102500,0.696500
0.043000,-0.382000,-0.032000
0.018000,-0.257000,0.268000
0.118000,-0.582000,0.268000
0.093000,-0.282000,0.268000
0.068000,-0.057000,0.368000
0.318000,-0.257000,-0.032000
0.243000,-0.332000,0.568000
0.305000,0.088500,0.088500
0.380500,-0.507000,0.230500
0.318000,-0.257000,-0.032000
0.268000,-0.082000,0.043000
0.364000,0.008000,0.314000
0.335000,0.048500,0.309500
0.518000,-0.257000,0.418000
0.443000,-0.032000,-0.032000
0.468000,0.118000,0.143000
0.414000,-0.352500,0.021000
0.070500,-0.571000,0.314000
0.268000,-0.182000,0.180500
-0.471000,-0.122500,0.519500
-0.494500,0.093000,0.355500
0.418000,-0.469500,0.168000
0.457000,-0.122500,0.519500
-0.432000,0.218000,0.043000
0.418000,-0.469500,0.168000
0.372500,0.057000,0.512000
-0.551000,-0.213500,0.299500
0.355500,-0.482000,0.318000
-0.430000,-0.077000,0.556500
0.083500,-0.533500,0.457000
0.218000,-0.044500,0.268000
0.341000,-0.483000,0.316000
0.469500,-0.352500,0.314000
0.083500,-0.533500,0.457000
-0.332000,0.049500,0.618000
-0.072000,-0.571000,0.314000
-0.122500,-0.533500,0.457000
-0.122500,-0.533500,0.457000
0.243000,-0.182000,-0.032000
-0.500500,-0.225500,0.374500
-0.494500,0.093000,0.355500
-0.413000,-0.275500,0.461500
-0.279500,0.138000,0.113000
-0.079500,-0.571500,0.312000
-0.072000,-0.471000,0.519500
0.058000,-0.571000,0.314000
0.337000,-0.471500,0.090500
0.243000,-0.219500,0.130500
-0.521000,-0.135000,0.326500
-0.432000,-0.257000,-0.032000
0.322000,0.119000,0.019000
0.518000,0.118000,0.030500
-0.432000,-0.244500,0.468000
0.470500,-0.350000,0.312000
-0.432000,-0.182000,0.468000
-0.032000,-0.607000,0.068000
0.318000,0.018000,0.418000
-0.405000,0.000500,0.518500
-0.032000,-0.607000,0.068000
-0.079500,-0.471500,0.520000
0.050500,-0.570000,0.316000
0.065500,-0.471500,0.520000
0.205500,-0.282000,0.168000
0.457500,-0.350000,0.090500
0.330500,-0.007000,0.580500
-0.269500,-0.232000,-0.044500
-0.182000,-0.407000,0.568000
0.343000,-0.482000,0.318000
0.236500,-0.101000,0.661500
-0.269500,-0.232000,-0.044500
0.113000,-0.052000,0.366000
0.268000,0.043000,-0.032000
0.088000,-0.027000,0.518500
-0.432000,-0.219500,0.480500
-0.338000,0.053000,0.520000
-0.119500,-0.007000,0.355500
-0.544500,-0.182500,0.256000
-0.550500,-0.000500,0.262000
0.257500,-0.539500,0.270000
0.418000,0.055500,-0.038000
0.418000,0.055500,-0.038000
-0.550500,-0.000500,0.262000
-0.288500,-0.244500,-0.050500
-0.288500,-0.244500,-0.050500
0.437000,-0.082000,-0.038000
0.437000,-0.082000,-0.038000
-0.288500,-0.169500,-0.050500
-0.288500,-0.169500,-0.050500
-0.013000,-0.351000,0.036500
-0.013000,-0.363500,0.024000
0.270000,0.257500,0.077000
-0.488500,-0.088500,0.412000
0.074500,-0.363500,0.024000
0.074500,-0.363500,0.024000
0.437000,-0.132000,-0.038000
0.437000,-0.132000,-0.038000
-0.010500,-0.153500,0.433000
-0.488000,-0.226000,0.449500
-0.010500,-0.153500,0.433000
-0.219500,-0.176000,0.021000
-0.019500,-0.592000,-0.000500
0.346000,0.196000,-0.022500
0.124000,-0.288500,0.624500
0.362000,-0.025500,0.011500
-0.326000,0.024500,0.062000
0.180500,-0.282000,0.168000
-0.513000,0.087000,0.387000
-0.513000,0.087000,0.387000
0.346000,0.196000,-0.022500
-0.450500,-0.375500,0.199000
-0.152000,-0.570000,0.100500
0.418000,-0.344500,0.368000
0.258500,-0.022500,0.240000
-0.263500,0.168000,0.021000
-0.438000,0.112000,0.174000
-0.282000,-0.444500,0.418000
0.128000,-0.571500,0.286500
0.124000,-0.288500,0.624500
0.340000,-0.055500,0.384000
0.305500,0.005500,0.474000
-0.290000,-0.546000,0.095500
-0.350000,0.040500,0.399500
-0.326000,0.024500,0.062000
-0.010500,-0.153500,0.433000
0.318000,0.243000,-0.032000
-0.407000,0.149500,-0.023000
-0.010500,-0.153500,0.433000
0.274500,-0.025500,0.587000
0.505500,-0.132000,0.018000
-0.300500,0.174000,0.099000
-0.019500,-0.592000,-0.000500
-0.110000,-0.147500,0.657000
0.024000,-0.325500,0.211500
0.362000,-0.426000,0.312000
0.258500,-0.022500,0.240000
0.556000,-0.064500,0.100500
0.568500,0.026000,0.328500
-0.437000,0.072000,0.456000
-0.400500,-0.432000,0.274500
0.546500,-0.185500,0.195500
0.018000,-0.432000,0.555500
-0.400500,-0.432000,0.274500
-0.254000,0.071500,0.171000
-0.219500,-0.482000,0.405500
0.546500,-0.185500,0.195500
0.524000,-0.019500,0.055500
0.330500,0.280500,-0.007000
-0.457500,-0.342000,0.175500
-0.254000,0.071500,0.171000
0.211500,-0.476000,0.412000
-0.254000,0.071500,0.171000
-0.144500,-0.535000,0.011500
-0.301000,-0.450500,0.049000
0.018000,-0.432000,0.555500
0.193000,-0.569500,0.143000
0.315500,0.262000,0.056500
-0.471000,-0.327500,0.133000
-0.254000,0.071500,0.171000
-0.301000,0.174000,0.030500
-0.122500,-0.377500,-0.059500
-0.071000,-0.039500,0.575000
-0.426000,-0.375500,0.274500
-0.144500,-0.535000,0.011500
-0.426000,-0.375500,0.274500
-0.226000,-0.476000,0.412000
-0.563500,-0.038000,0.186500
-0.301000,-0.450500,0.049000
0.218000,-0.332000,0.555500
0.205500,-0.469500,0.418000
0.555500,-0.157000,0.193000
-0.219500,-0.557000,0.193000
-0.400500,0.013000,0.023000
-0.571500,-0.092500,0.128000
-0.354500,-0.470000,0.100500
0.218000,-0.369500,0.518000
0.274500,-0.138000,0.624500
-0.431000,0.065500,0.386000
-0.097500,-0.377500,-0.059500
-0.108500,-0.227500,0.675000
-0.244500,-0.007000,0.243000
-0.327500,-0.471000,0.095500
-0.194500,-0.132000,0.680500
-0.001000,-0.001000,0.612000
0.163000,0.315500,0.138000
-0.431000,0.065500,0.386000
0.218000,-0.469500,0.418000
0.557000,-0.097000,0.133000
0.531000,-0.177000,0.316000
0.255500,0.318000,-0.044500
-0.194500,-0.132000,0.680500
0.555500,-0.157000,0.193000
0.557000,-0.147500,0.288500
-0.475500,0.124000,0.262000
-0.369500,0.230500,0.018000
0.373500,0.072000,0.184000
-0.438000,0.161500,0.124000
-0.432000,-0.369500,0.305500
-0.232000,-0.557000,0.168000
-0.375500,-0.188500,0.511500
-0.563000,-0.113000,0.149000
-0.426000,-0.375500,0.287000
-0.100500,-0.363500,0.024000
-0.194500,-0.132000,0.680500
-0.025500,-0.325500,0.211500
0.168000,-0.244500,0.268000
0.218000,0.205500,0.005500
-0.100500,-0.363500,0.011500
-0.207000,0.280500,0.043000
0.088500,-0.586500,0.088500
0.098500,-0.062500,0.546000
-0.582000,-0.082000,0.143000
-0.569500,0.055500,0.168000
-0.569500,0.055500,0.218000
-0.483500,-0.277500,0.339000
-0.526500,-0.071000,0.259500
-0.432000,0.068000,0.368000
-0.352500,-0.483500,0.263500
-0.376000,-0.338500,0.474000
-0.332000,-0.107000,0.043000
-0.357000,-0.032000,0.018000
-0.357000,0.018000,0.018000
-0.382000,0.074000,0.268000
-0.352500,0.058000,0.469500
-0.232000,0.043000,0.068000
-0.238500,0.062000,0.161500
-0.267500,0.265500,0.063000
-0.182000,-0.582000,0.143000
-0.188500,-0.488000,0.024000
-0.135000,-0.496000,0.469500
-0.132000,-0.232000,0.318000
-0.157000,-0.282000,0.668000
-0.182000,-0.157000,0.668000
-0.097500,-0.378000,0.519500
-0.026000,-0.138000,0.436500
-0.057000,-0.032000,0.568000
0.083000,-0.533500,0.263500
0.024000,-0.213500,0.449500
0.118000,-0.582000,0.043000
0.168000,-0.582000,0.143000
0.133000,-0.583500,0.263500
0.133000,-0.378000,0.569500
0.118000,-0.232000,0.318000
0.093000,-0.132000,0.418000
0.143000,-0.032000,0.518000
0.243000,-0.582000,0.118000
0.218000,-0.232000,0.030500
0.268000,-0.282000,0.518000
0.268000,-0.282000,0.568000
0.218000,0.224000,0.055500
0.380500,-0.482000,0.230500
0.355500,-0.394500,0.080500
0.368000,-0.157000,0.568000
0.468000,-0.157000,0.018000
0.468500,0.138000,0.063000
0.562000,-0.176000,0.161500
0.568000,-0.057000,0.118000
-0.585000,-0.087000,0.098000
-0.277500,-0.122500,-0.004000
-0.277500,-0.022000,0.519500
0.098000,-0.610000,0.098000
0.033500,-0.277500,0.263500
-0.583500,-0.072000,0.108000
-0.532000,-0.332000,0.143000
-0.377500,-0.135000,-0.034500
-0.533500,0.058000,0.058000
-0.457000,0.118000,0.268000
-0.413000,-0.300500,0.474000
-0.357000,-0.232000,-0.032000
-0.282000,0.118000,0.043000
-0.382000,0.099000,0.268000
-0.257000,-0.582000,0.268000
-0.277500,-0.533500,0.288500
-0.323500,-0.535000,0.334500
-0.327500,-0.302500,0.519500
-0.277500,-0.327500,0.569500
-0.232000,-0.157000,0.018000
-0.257000,-0.082000,0.418000
-0.182000,-0.082000,0.293000
-0.135000,-0.521000,0.469500
-0.107000,-0.182000,0.318000
-0.132000,-0.582000,0.243000
-0.110000,-0.521000,0.469500
0.093000,-0.632000,0.218000
0.093000,-0.582000,0.368000
0.143000,-0.532000,-0.032000
0.121000,-0.521000,0.469500
0.068000,-0.257000,0.268000
0.118000,-0.007000,0.568000
0.224000,-0.525500,0.024000
0.305000,-0.536500,0.113500
0.268000,-0.432000,-0.007000
0.268000,-0.282000,0.593000
0.243000,-0.082000,0.118000
0.330500,-0.536500,0.305000
0.339000,-0.277500,0.569500
0.268000,-0.107000,0.218000
0.355500,0.218000,-0.025500
0.519500,-0.277500,0.313500
0.518000,-0.269500,0.218000
0.469500,-0.085000,0.507000
